ltable_id,rtable_id,label
1707,19521,0
2471,18443,0
492,12502,0
1661,18762,0
636,8689,0
564,16772,0
2422,12663,0
1616,19019,0
2126,13668,0
73,5583,0
2504,18152,0
582,1000,0
741,3534,0
1182,10803,0
896,5250,0
1973,8907,0
334,10661,1
2076,18297,1
887,2816,0
1129,10599,0
1935,5916,0
1689,7512,0
2101,9945,0
786,2821,0
2283,1739,0
983,18364,1
1996,10751,0
2523,10365,1
912,189,0
1531,16546,0
1296,19283,0
226,10098,0
117,15293,0
576,12474,0
1899,5458,1
67,12696,0
25,12,0
1384,15299,0
2470,14500,0
1467,16059,1
896,4855,0
238,203,0
1170,12137,0
2127,1951,0
1529,12468,0
2018,11230,0
2430,20429,0
42,172,1
1695,16372,0
353,8764,0
1959,20715,0
2465,8080,0
884,642,0
2328,17215,0
465,5246,0
1058,2261,0
166,286,0
2002,14930,0
1502,10098,0
53,21811,0
793,6031,0
102,7764,0
1324,912,1
557,15167,0
896,954,0
2504,18153,0
915,18622,0
547,15266,0
2305,4855,0
781,17102,0
1933,9138,0
599,8516,0
2147,6580,0
781,17483,1
565,14482,0
2507,11049,0
889,10729,0
353,10725,0
462,12785,0
970,20732,0
1689,18492,0
2389,20429,0
871,7392,0
1683,744,0
1710,20038,0
2363,21870,0
2242,11417,0
2471,17892,0
2344,6970,1
2164,13942,0
944,2280,0
1296,18507,0
2037,10500,0
720,1451,0
1581,2645,0
1447,1251,0
576,20429,0
1937,10820,0
2123,13726,0
2476,20149,0
2160,15757,0
1937,11056,0
557,13220,0
577,19367,1
1932,4979,0
700,18465,0
1616,18945,0
1806,11391,0
615,1390,0
805,2383,0
2340,20833,0
1703,17701,1
737,6767,0
1737,21662,0
1996,9288,0
1459,19650,0
2209,18420,0
2504,18465,0
1806,6377,0
709,16183,0
561,8791,0
261,3240,0
2252,16783,1
1653,20784,0
1019,18881,0
2020,21811,0
1188,9142,0
2236,9875,0
934,13150,0
1241,17235,0
661,9985,0
1672,9026,0
1529,14395,0
1959,10751,0
1077,1099,0
2405,21334,0
2149,873,0
576,12781,0
2013,9226,1
219,5834,0
1357,10675,0
1475,8650,1
1688,16431,0
446,5774,1
1284,3320,0
1178,6743,0
561,18465,0
1705,12728,0
1937,20134,0
1131,11691,0
862,5782,1
1103,832,0
660,8429,0
2472,16598,0
176,12918,0
572,733,0
2090,3292,0
1516,6810,0
1099,5697,0
2304,6397,0
1832,13396,1
333,16617,0
672,5328,0
1178,17561,0
2069,21591,0
588,20108,1
1933,9137,0
1689,17548,0
2332,18465,0
2515,4424,1
934,7127,0
1502,1628,0
1888,8764,0
2236,14107,0
1132,20121,0
2549,7860,0
1426,6182,0
1699,18049,0
1125,6212,0
1060,4728,0
1280,7637,1
242,10180,0
1525,8563,0
1893,11120,1
1178,10752,0
700,16608,0
53,806,0
1471,1177,0
2183,19859,0
2327,10203,0
547,5248,0
159,5664,1
492,14430,0
889,2789,0
481,20269,0
2424,10272,0
688,10792,0
194,6876,1
2472,18444,0
753,8205,0
1578,3323,1
2412,10590,0
973,19570,0
117,13308,0
1951,20443,1
1067,19780,0
2429,13944,0
700,2819,0
53,18443,0
2389,2818,0
418,3296,0
266,4862,0
561,13427,0
1688,9769,0
2471,17561,0
260,19417,0
1418,2835,0
1060,16598,0
2322,8451,0
342,21065,0
284,2683,0
2118,20621,1
1454,5936,0
1091,7000,0
753,3682,0
960,13884,0
2546,16909,0
1463,7574,0
175,6876,0
1410,768,0
979,11538,0
2412,17741,0
925,5769,0
248,9675,0
58,1571,0
1618,6364,1
2473,4729,0
744,18269,0
2150,11679,0
1740,17376,0
532,6031,0
313,8870,1
1529,13872,0
561,17837,0
528,11226,0
1462,17412,0
1542,2536,0
1959,820,0
753,4858,0
625,17846,0
2094,16173,0
2305,3546,0
1686,17665,1
102,7765,0
1021,16084,0
1661,5147,0
2151,7336,0
1583,2278,0
1298,1400,0
924,2316,0
2100,8349,0
1893,7128,0
187,14758,0
1285,20080,0
1248,16894,0
2430,806,0
1816,17188,0
1242,1114,0
419,30,0
742,8235,1
117,1337,0
626,9734,0
2079,13974,0
79,18187,0
1570,14952,0
1809,17186,0
2293,4522,0
805,8377,0
532,8070,0
264,16640,1
2220,8786,0
94,12207,0
1201,8128,0
244,14691,0
65,11132,0
1167,6351,0
41,20135,0
1223,12116,0
1191,5384,0
327,20123,0
973,836,0
1882,12726,0
967,6743,0
1205,10835,0
597,8342,0
458,1338,0
305,1337,0
1208,16352,0
1579,11460,1
219,729,0
2126,15701,0
856,2814,0
576,20715,0
1438,14048,0
2077,20191,0
2019,17753,0
2127,6433,0
793,15994,0
2361,12781,0
761,21777,0
2147,19748,0
2531,19976,1
99,635,0
2211,10670,0
2391,6753,0
2389,12474,0
1708,18339,0
172,3292,0
2049,6345,0
1067,9036,0
2434,22071,0
214,20714,0
2349,2809,0
2211,12696,0
1062,10754,0
1477,2432,1
2223,6744,0
2327,8544,1
145,15891,1
2394,4019,0
1729,2880,0
280,16320,0
1661,12838,0
396,14922,0
1246,15310,0
2305,853,0
509,5740,0
3,4378,1
557,11457,0
166,16333,0
1888,10727,0
1454,10763,0
1188,1177,0
95,14930,0
1705,4676,0
706,4806,0
215,10606,0
1564,10893,0
278,16320,0
514,6942,0
337,4883,0
278,16318,0
2343,4784,1
1893,698,0
320,15247,0
1010,1090,0
2077,3261,0
582,21979,0
1334,19791,0
417,9734,0
25,9002,0
582,20640,0
2430,304,0
921,498,0
1229,2613,0
1987,10905,1
993,6752,0
1708,16226,1
266,2949,1
2107,15941,0
56,15701,0
49,8096,1
1752,17695,0
678,19587,0
1183,20239,0
2082,14691,0
1673,15266,0
2332,19283,0
2484,3433,0
1413,10730,0
1528,21324,0
752,7075,1
2363,2826,0
2422,9213,0
1705,15776,0
1342,9325,0
924,10277,0
1959,20121,0
1608,15212,0
2077,21728,0
315,7705,1
218,9076,0
1803,6872,1
661,622,0
2090,9283,0
2365,8617,0
1405,5088,0
458,21847,0
1727,14918,1
2260,2211,0
1030,14518,0
1594,526,0
793,8070,0
342,9322,0
2018,11227,1
547,13271,0
2063,13152,0
683,5786,0
1888,14169,0
626,18443,0
124,10929,0
2535,824,0
1353,6819,1
639,7371,1
973,824,0
428,10588,0
475,20392,1
1396,2438,1
725,16278,0
1571,10747,0
2436,760,0
1342,21065,0
34,10588,0
337,4882,0
2272,10417,0
2260,6446,0
1583,12227,0
852,18444,0
2122,16808,0
540,4137,0
1423,7699,0
960,14487,0
737,6761,0
2157,3557,0
1689,16375,0
1382,2590,0
2149,10786,0
2272,12421,0
2260,16460,0
967,4728,0
2361,18443,0
1656,8235,0
2412,6401,0
79,17549,0
1466,4416,0
1229,14005,0
562,3008,0
700,6745,0
2405,9009,0
157,16205,1
397,12919,0
2149,1609,0
2284,16633,0
1695,20851,0
2422,13547,0
935,1198,0
967,18465,0
2372,14557,0
1342,1338,0
1964,21450,0
176,15216,0
1631,13855,0
1024,19272,0
145,4499,0
1921,10301,0
1729,12866,0
2191,4029,0
271,15139,0
2429,6266,0
1530,16938,0
1805,11592,0
330,13536,0
547,17256,0
683,3787,0
1010,11033,0
2430,18152,0
672,5250,0
353,118,0
900,1005,0
2081,19010,0
1536,15801,0
1044,14884,0
1611,14617,0
81,17194,1
582,11379,0
852,19011,0
1671,20794,1
2475,19352,0
883,7140,0
2471,286,0
2093,7155,0
2119,6613,0
1405,5936,0
582,6400,0
201,6828,1
709,15006,0
53,20125,0
1564,12950,0
324,8523,0
1508,646,0
683,9859,0
1850,18454,0
700,18165,0
912,21629,0
2317,2804,0
2422,696,0
1257,18465,0
1229,7131,0
695,12569,1
1135,12789,0
1453,19451,0
2511,21503,1
2469,8314,0
969,21637,0
2504,21566,0
1605,304,0
2184,11689,1
1229,10854,0
1688,17244,0
1927,15216,0
195,11771,0
481,14851,0
937,13300,0
1145,1609,0
1077,9088,0
978,18495,0
1927,12918,0
2223,10753,0
895,2492,0
2514,10644,0
25,13011,0
53,18152,0
757,12380,0
626,18444,0
2223,3541,0
458,9324,0
1241,17549,0
1191,578,0
594,5279,0
195,2211,0
2517,2790,0
908,12999,0
1129,20664,0
65,8619,0
1502,18895,0
701,6754,0
1321,11111,0
722,6459,0
53,2819,0
2094,13088,0
1132,12781,0
1511,6551,0
1701,17547,0
23,19216,0
742,118,0
1315,21112,1
2284,18187,0
1853,7015,0
625,801,0
770,11223,1
1737,12279,0
1927,9253,0
719,6401,0
2220,6743,0
370,13846,0
2535,122,0
2229,18717,0
2405,1036,0
1626,3031,0
998,30,0
2412,1218,0
2367,22026,0
1863,12817,0
2021,17451,1
866,1431,0
1927,21952,0
21,966,0
2305,598,0
1224,15994,0
32,8790,0
2349,2262,0
2488,10936,0
1560,8450,0
2144,6742,0
2433,17845,0
1888,4711,0
2305,14736,0
896,951,0
625,13427,0
1516,6820,0
1178,20125,0
1992,21729,0
683,2226,0
1229,4616,0
1320,18673,0
563,18915,1
1413,799,0
166,14680,0
86,7610,1
1345,13104,0
2062,2270,0
1129,10606,0
1711,17873,0
20,16837,1
1060,18507,0
1937,10807,0
2121,6477,0
382,2581,0
2422,15179,0
1296,17837,0
1397,20805,1
1099,13691,0
1455,18222,0
1959,2819,0
2263,6961,0
545,7624,1
1468,10254,0
2164,3694,1
557,10902,0
140,13715,0
458,15295,0
2293,4526,0
1102,12925,0
2341,9089,0
1776,15489,1
1257,20429,0
1413,19565,0
960,18372,0
2222,12785,0
2020,16333,0
176,10529,0
944,14177,1
1932,3063,0
1706,17026,1
576,304,0
363,7131,0
466,20657,0
1296,21811,0
2251,18760,0
531,19817,1
2222,9288,0
1844,14077,0
229,13258,1
2305,21952,0
2404,16808,0
428,4979,0
2316,7220,0
2431,10751,0
2305,13250,0
700,806,0
294,20061,0
1862,9500,0
29,2074,0
1616,556,0
1511,14511,0
2222,14691,0
2265,21671,0
1502,7131,0
852,6740,0
688,6799,0
2069,20020,0
41,11056,0
126,21663,0
162,18349,0
856,20657,0
226,13545,0
278,9064,0
1060,2819,0
597,8335,0
353,19565,0
417,8786,0
2260,18583,0
1423,6134,0
1398,4586,1
1382,1978,0
1813,13240,0
1983,10893,0
22,18526,0
261,5192,1
1229,14620,0
740,18012,0
906,14049,0
571,15301,0
1647,17232,0
1806,13812,0
600,4691,1
41,2881,0
2475,87,0
2535,8810,0
1323,5249,0
399,13754,0
419,13256,0
1564,8933,0
975,7441,0
2430,16608,0
58,20807,0
65,1185,0
576,8786,0
2542,7169,0
1702,17898,0
1145,6800,0
636,20343,0
805,4311,0
51,5210,0
320,16173,0
884,17172,0
1251,3580,0
944,2809,0
1944,18666,0
626,12474,0
2201,13661,0
1009,10601,0
2163,20055,0
253,14131,0
509,9804,0
228,18020,0
1827,18644,0
2322,5067,0
2031,13484,0
2472,820,0
769,4343,0
1334,14525,0
700,805,0
709,15003,0
790,19691,0
2541,1306,0
121,15906,0
1791,19538,1
1955,21221,0
462,14686,0
1443,1150,0
1354,9846,0
2471,12781,0
1816,10590,0
1133,6752,0
2069,8809,0
1656,4209,0
194,5431,0
2002,13817,0
2089,6613,0
636,5325,0
1910,1858,0
2305,9253,0
1673,11276,0
1626,8661,0
2071,21325,0
856,16316,0
1729,14765,0
1483,3547,0
928,19902,0
822,805,0
1806,3893,0
426,14868,1
1269,18026,0
532,12098,0
2216,7233,0
1695,17929,0
40,10751,0
2131,3447,0
2464,15665,0
757,9090,0
710,3098,0
1199,1022,0
428,21446,0
2033,6560,0
2379,264,1
792,8850,0
1527,21905,0
348,15101,0
337,9392,0
852,9734,0
2510,1060,0
2220,304,0
1576,460,0
1816,15884,0
1378,15801,0
1193,4509,0
1325,19703,0
419,13253,0
1129,2671,0
1738,20132,1
1024,18080,0
1429,4188,0
1404,20002,0
625,21811,0
1111,6397,0
1418,121,0
462,2821,0
512,4979,0
2484,12534,0
967,14707,0
1695,13499,0
184,3973,0
2471,2819,0
1594,2494,0
2119,685,0
2037,549,0
2535,19570,0
1879,7976,0
466,8782,0
967,17837,0
226,18895,0
542,15021,0
2188,10605,0
665,4733,0
2445,13066,0
883,4979,0
1099,7727,0
1959,16598,0
1860,5560,1
266,8908,0
1471,20758,0
1168,8304,0
672,1284,0
1701,13499,0
589,9328,0
575,5075,1
1983,2980,0
2144,9288,0
2389,17203,0
896,14820,0
2112,6745,0
2237,7482,0
339,7584,0
1301,4113,0
1685,16790,0
1845,1742,0
1296,19011,0
896,8908,0
774,14883,0
701,6753,0
2311,6933,0
1846,15547,1
1945,2632,0
2477,6906,0
856,16910,0
150,4349,0
280,9063,0
2237,13291,0
1145,4783,0
1191,4554,0
353,10729,0
1631,7141,0
215,10598,0
1502,2613,0
672,3099,0
621,3169,0
1229,9913,0
25,8669,0
1699,18048,0
2002,19591,0
469,17498,0
312,11285,0
1070,2959,0
636,5571,0
943,9149,0
2507,1097,0
1930,15375,1
2275,19662,1
988,1749,0
237,11046,0
1937,10808,0
1711,14272,0
591,5593,0
606,11293,0
2322,13152,0
1564,8934,0
2054,3599,0
1529,4395,0
275,20623,0
2133,8990,1
719,5771,0
823,14694,0
1342,9326,0
432,12352,0
1432,15919,0
1863,14724,0
1417,7248,1
988,10082,0
922,1561,0
1827,2579,0
1129,21802,0
253,5723,0
2465,21734,0
1241,19451,0
1816,5771,0
353,10728,0
2394,15216,0
547,15265,0
266,14825,0
2409,5687,0
2236,11638,0
2461,13243,1
1712,18007,0
1155,4710,0
887,16316,0
2469,17121,0
1656,10728,0
1813,15191,0
2002,13008,0
735,4867,0
793,12098,0
2260,189,0
1533,289,0
2122,18325,0
2361,18165,0
1888,10728,0
852,6743,0
1001,8678,0
1178,14701,0
1509,21980,0
1103,837,0
1132,8786,0
1424,19063,0
2071,8814,1
187,12862,0
509,11769,0
1133,10754,0
1323,11278,0
626,2818,0
297,15653,1
1340,12477,0
1225,12059,0
932,16317,0
1711,17875,0
162,18055,0
1927,2949,0
2405,6980,0
1959,17837,0
1674,17924,0
594,8688,0
1553,15119,0
131,9640,0
1546,2804,0
244,6745,0
2293,21146,0
626,17561,0
1311,3097,0
1927,4855,0
1957,19902,0
648,4759,1
1413,12769,0
582,4985,0
532,8071,0
819,3860,0
1106,8827,0
2006,6583,0
2394,13252,0
557,1610,0
1806,21593,0
2030,20736,0
410,1341,0
1295,12448,0
614,22045,1
2462,2203,0
214,6746,0
458,13307,0
2119,19203,0
1194,14916,1
2260,21629,0
1861,4882,0
1833,9593,0
2220,2819,0
65,9148,0
2126,9164,0
1338,11524,0
25,13012,0
2457,16274,0
1363,7758,0
1600,10082,0
2224,6745,0
2069,5116,0
898,7375,0
1959,17561,0
2422,699,0
53,12781,0
465,4862,0
932,802,0
724,13098,0
2033,645,0
454,1891,1
599,6457,0
1498,19394,0
1832,2380,0
1447,17850,0
623,2832,0
1966,10568,0
1508,6561,0
1218,9880,0
1141,21057,0
1673,21478,0
1121,7697,0
29,8070,0
95,1036,0
672,14822,0
523,14091,0
2535,2279,0
960,11190,0
36,21331,0
2472,12781,0
1539,2841,0
1894,14802,0
1740,5504,0
53,17846,0
1348,4576,0
2471,805,0
721,10189,0
1145,2867,1
484,21912,0
1932,3042,0
2507,1401,0
1117,16741,0
2397,10117,1
570,19375,0
1768,15860,0
2515,554,0
56,20182,0
2033,19398,0
925,21876,0
1435,1470,0
1701,18550,0
1311,879,0
1959,304,0
538,17174,1
1959,14687,0
2363,18601,0
1931,19908,0
1605,14687,0
1321,19864,0
614,5969,0
706,2880,0
2236,11637,0
447,13174,1
2192,136,0
1688,9336,0
944,8246,0
1933,3430,0
1882,8255,0
1827,6533,0
95,1034,0
1607,13172,1
1060,18153,0
1298,8455,1
1209,11696,0
473,10133,0
1429,12098,0
1438,5427,0
1424,4419,0
2112,14686,0
2305,158,0
540,9383,1
380,665,0
13,12080,0
753,7557,0
1508,5628,0
688,12848,0
1641,13084,0
2331,3290,0
1893,3169,0
2063,6308,1
2216,5771,0
1661,21404,0
1296,17846,0
836,10707,0
1153,13245,1
182,11396,0
249,21092,0
218,5040,0
92,10747,0
1246,13967,0
1404,18622,0
1711,16371,0
211,17684,0
625,2819,0
1256,10618,0
1845,7712,0
2507,5046,0
1863,12818,0
1657,17517,0
856,19779,0
2255,2075,0
2540,9201,0
1016,17549,0
495,139,0
417,6743,0
1793,7712,0
1390,18269,0
561,18200,0
1016,18558,0
2481,6885,1
124,196,0
2229,18670,0
1839,17506,0
2517,799,0
2526,15969,0
2507,1090,0
889,8761,0
2082,10747,0
576,17837,0
634,8531,0
1178,18444,0
1592,242,0
1465,20564,0
1103,12814,0
656,10558,1
1189,2759,1
935,8891,0
495,14715,0
1793,21377,0
660,12273,0
794,19963,0
793,15291,0
1711,13499,0
2305,5328,0
1742,15527,1
1257,16608,0
2296,21820,0
2517,10730,0
1979,2949,0
1125,8267,1
1737,10255,0
794,19964,0
2488,11658,0
638,4329,0
1816,8570,0
1441,1328,0
1418,335,0
2430,18165,0
1955,17185,0
2548,13869,0
205,10517,1
2518,15749,0
1973,2945,0
1169,9327,0
1155,6942,0
2472,21693,0
229,11249,0
278,17506,0
421,17330,0
462,14691,0
1672,19690,0
822,19011,0
1647,1546,0
2020,6751,0
1103,14719,0
1454,2835,0
1083,20644,1
887,18151,0
1833,9596,0
1528,17511,0
2222,2829,0
1810,577,1
226,14620,0
912,11763,0
2331,20772,0
1605,6751,0
1910,7536,0
621,3167,0
821,609,0
822,18165,0
1242,11074,0
1224,12464,0
219,730,0
2147,2887,1
1257,9734,0
2088,22025,1
382,19438,0
1282,1240,1
661,8607,0
561,16598,0
786,2827,0
2337,10441,0
2136,19006,1
1939,5657,0
1294,13944,0
1520,8559,0
611,12403,0
852,19283,0
2319,7446,0
1927,3098,0
598,7630,0
2191,2269,0
123,13224,0
528,76,1
2391,22071,0
960,15247,0
594,8398,0
165,4732,0
2483,11841,1
2323,16809,0
419,21057,0
649,20785,0
2340,9805,0
1257,20125,0
1699,17548,0
2087,19054,0
2044,11311,0
944,10555,0
2293,6552,0
50,16936,0
73,5088,0
1605,806,0
1197,15282,0
1176,9432,0
2405,4963,0
1073,552,0
2405,4966,0
2395,13908,0
1632,20070,1
1184,6960,0
184,15314,0
2372,10568,0
2430,20121,0
2429,5967,0
2020,805,0
226,14005,0
53,820,0
1978,21531,0
36,2991,0
1841,2326,1
1502,14348,0
2100,20731,1
1429,10529,0
1073,14421,0
1296,820,0
204,14346,0
1863,6774,0
22,6954,0
1546,14674,0
935,19022,0
2114,14704,0
1988,20512,0
305,9326,0
65,20757,0
2093,20757,0
1973,1139,0
34,3067,1
1129,8643,0
1284,15294,0
2094,18372,0
398,18813,0
2344,4984,1
684,10813,0
1825,12857,0
693,12610,0
2332,17203,0
417,19283,0
1191,15387,0
2507,7719,0
1060,805,0
965,8775,0
1252,9635,1
2405,9002,0
413,284,1
1719,3589,0
1761,21681,0
1716,9715,0
967,21811,0
710,4855,0
2331,19076,0
822,16598,0
1577,21525,0
2000,12250,0
2538,13003,0
2234,16169,0
1771,235,1
1793,6133,0
1073,550,0
428,4976,0
1822,16798,0
40,809,0
1631,13156,0
1870,12881,0
2510,21469,0
2341,13967,0
1560,8846,0
2272,14357,0
1701,17603,0
700,17203,0
1994,11723,0
19,17429,1
1367,5637,0
226,9645,0
1338,19981,0
1605,6750,0
1578,12638,0
25,4953,0
1661,20005,0
1353,12867,0
1382,10535,0
1714,16392,0
2263,6962,0
1016,17239,0
175,5431,0
19,3060,0
576,820,0
599,549,0
1869,8591,0
1689,18966,0
2362,18064,0
2145,9036,0
2077,15198,0
1933,13855,0
195,19729,0
261,14378,0
2549,14193,0
2504,20125,0
967,9734,0
2316,7221,0
356,8836,0
920,3246,1
419,5217,0
244,2821,0
625,18153,0
2082,10746,0
1882,3410,0
742,12769,0
95,4953,0
1653,7612,0
681,21112,0
2436,10692,0
2318,5267,0
1825,16112,0
1997,513,0
1342,7323,0
2361,8791,0
1893,9134,0
1296,20429,0
2219,6043,0
627,6745,0
1382,21799,0
912,13722,0
2394,5215,0
864,11894,1
1810,2729,0
1334,3203,0
1132,820,0
572,2727,0
2002,6980,0
1699,17936,0
2092,1862,0
1861,16323,0
753,13967,0
887,16318,0
2274,11970,0
1121,1609,0
889,14169,0
2305,4470,0
2430,17203,0
2297,6998,0
2361,12474,0
889,12765,0
1178,6740,0
2251,7167,0
944,12226,0
1190,21563,0
2394,3276,0
2389,17837,0
15,4282,1
889,8764,0
95,13011,0
2538,2516,0
237,20434,0
2305,15868,0
1656,8763,0
576,801,0
1931,11214,1
1839,2815,0
421,16223,0
960,10473,0
2316,15174,0
1565,7775,0
2389,14707,0
625,18507,0
857,1368,0
1257,20121,0
2220,16608,0
2518,21560,0
965,2807,0
1507,6692,0
2311,20733,0
1640,11549,0
1745,1551,0
1256,20411,1
19,6993,0
1167,8422,0
740,16777,0
576,18443,0
720,20978,0
2297,4739,0
1594,21672,0
1745,17211,0
722,8516,0
1169,13307,0
1057,18582,0
1241,19689,0
2472,4728,0
1430,9404,0
683,3792,0
448,13174,0
1241,14346,0
1060,17892,0
889,14667,0
988,7032,0
226,18783,0
688,2868,0
688,12850,0
578,11384,0
616,21190,0
148,21345,0
2510,11625,1
79,13520,0
932,2814,0
625,21693,0
2069,3882,0
2430,18465,0
1468,2665,0
1393,16924,0
1010,15003,1
458,9323,0
1010,5034,0
1560,20743,0
1060,6740,0
922,3537,0
1833,3571,0
65,21044,0
1193,17864,0
1955,11693,0
700,12781,0
387,1160,0
941,4720,0
462,9288,0
149,20269,0
1810,2730,0
417,17892,0
2349,21531,0
73,2262,0
1435,3328,0
1135,2822,0
2472,21566,0
2456,9575,0
1827,12586,0
896,854,0
73,19782,0
2405,6972,0
634,10844,0
889,8775,0
1992,20768,0
1429,8208,0
1539,6769,0
320,18372,0
2535,2837,0
760,1477,0
1105,8089,0
195,6337,0
546,12699,0
1129,12648,0
1806,7161,0
897,1520,0
625,21566,0
889,12766,0
904,1195,0
53,6743,0
591,5594,1
1708,17726,0
703,17210,0
719,10590,0
2361,19011,0
582,737,0
1060,17846,0
2520,20198,0
25,20449,0
1312,5689,0
53,6750,0
144,9986,0
1154,15213,0
25,13010,0
2544,18025,0
606,8138,0
528,3261,0
1296,304,0
1226,5477,0
1498,15249,0
753,485,0
429,11240,0
2361,16598,0
1891,3329,0
1684,17291,0
719,15884,0
32,806,0
1816,9056,0
2091,11566,0
1132,20125,0
2188,10603,0
1367,3647,0
896,13351,0
1816,10404,0
626,16608,0
2430,18444,0
1155,10921,0
1405,2262,0
336,19065,0
483,1149,0
1425,10754,0
620,13871,0
700,286,0
509,9802,0
79,18495,0
528,19346,0
95,14920,0
1626,13619,1
719,8319,0
53,19283,0
2248,8368,1
2341,15015,0
2471,18153,0
1718,6796,0
472,15367,1
1242,5063,0
1132,6743,0
2069,6006,0
824,6477,0
417,17846,0
742,8764,0
1711,20218,0
1432,8692,0
41,10820,0
1481,12072,0
2296,4823,0
2260,9793,0
1103,19835,0
226,7131,0
2092,13766,0
781,13502,0
874,5644,1
950,19173,0
53,18153,0
2166,12194,0
557,7959,0
639,4097,0
2435,10675,0
912,11762,0
1932,5118,0
871,15997,0
887,14684,0
131,1150,0
1728,10151,0
1802,14924,1
1257,2818,0
935,6058,0
225,12627,1
1441,21481,0
700,19283,0
1951,10895,0
1463,8244,0
1705,4675,0
218,13085,0
967,16608,0
1656,4711,0
1528,18452,0
2443,18402,0
1607,20671,0
1529,526,0
2504,6743,0
65,11897,0
1070,2487,0
2103,14322,0
429,7266,0
1282,12449,0
2504,21811,0
883,4947,0
786,4733,0
594,5229,0
22,15600,0
1978,12225,0
856,4722,0
2517,2793,0
176,5250,0
2471,820,0
305,17385,0
315,13661,0
1653,7552,0
1548,20194,0
978,17234,0
2538,14176,0
1616,5677,0
2538,6192,0
1183,7689,0
1589,1478,0
621,11202,0
1159,13109,1
1688,16652,0
532,6033,0
2052,18863,0
665,14686,0
1,16720,0
822,21566,0
2002,9002,0
1507,760,0
967,18507,0
1608,15211,0
2349,12235,0
2242,13418,0
2025,6628,0
1391,10887,0
2374,3051,1
226,6427,0
2283,1733,0
1132,14707,0
186,1928,1
2115,6754,0
1740,13024,0
1257,2819,0
2021,251,0
1529,15395,0
1257,801,0
1863,4760,0
2237,1696,1
571,1341,0
2361,18507,0
1549,18948,1
635,7145,1
2472,18465,0
2405,21455,0
627,10489,0
898,11225,0
1933,7928,0
278,9063,0
145,8601,0
244,12785,0
1718,8845,1
2284,17549,0
1564,2981,0
1689,21367,0
16,15182,0
2391,18601,0
1578,19566,0
1338,3532,0
243,6153,0
1891,19706,0
187,19156,0
1987,16252,1
670,15888,0
387,3169,1
2461,2053,0
2122,14360,0
814,2813,0
883,3053,0
1999,9557,0
1198,6883,0
719,1218,0
2306,16194,0
117,9324,0
905,19636,1
2405,14920,0
1300,16763,0
784,12733,1
1776,4485,0
1178,18507,0
2389,4728,0
176,7693,0
1454,837,0
1711,17548,0
634,19840,0
2166,18645,0
